"時間(秒)","総合COP左右X(cm)","総合COP前後Y(cm)","左プレートCOP左右X(cm)","左プレートCOP前後Y(cm)","左荷重(kgf)","右プレートCOP左右X(cm)","右プレートCOP前後Y(cm)","右荷重(kgf)","","","",""
7.480,-0.036,-4.822,"---.---","---.---",50.562,"---.---","---.---","---.---","","","",""
7.490,-0.017,-4.825,"---.---","---.---",50.581,"---.---","---.---","---.---","","","",""
7.500,-0.005,-4.826,"---.---","---.---",50.586,"---.---","---.---","---.---","","","",""
7.510,0.005,-4.826,"---.---","---.---",50.586,"---.---","---.---","---.---","","","",""
7.520,0.012,-4.833,"---.---","---.---",50.557,"---.---","---.---","---.---","","","",""
7.530,0.012,-4.833,"---.---","---.---",50.557,"---.---","---.---","---.---","","","",""
7.540,0.017,-4.836,"---.---","---.---",50.552,"---.---","---.---","---.---","","","",""
7.550,0.024,-4.839,"---.---","---.---",50.567,"---.---","---.---","---.---","","","",""
7.560,0.031,-4.845,"---.---","---.---",50.552,"---.---","---.---","---.---","","","",""
7.570,0.041,-4.846,"---.---","---.---",50.537,"---.---","---.---","---.---","","","",""
7.580,0.048,-4.852,"---.---","---.---",50.523,"---.---","---.---","---.---","","","",""
7.590,0.056,-4.862,"---.---","---.---",50.513,"---.---","---.---","---.---","","","",""
7.600,0.065,-4.864,"---.---","---.---",50.523,"---.---","---.---","---.---","","","",""
7.610,0.070,-4.876,"---.---","---.---",50.518,"---.---","---.---","---.---","","","",""
7.620,0.075,-4.888,"---.---","---.---",50.513,"---.---","---.---","---.---","","","",""
7.630,0.082,-4.895,"---.---","---.---",50.532,"---.---","---.---","---.---","","","",""
7.640,0.084,-4.908,"---.---","---.---",50.557,"---.---","---.---","---.---","","","",""
7.650,0.080,-4.915,"---.---","---.---",50.571,"---.---","---.---","---.---","","","",""
7.660,0.075,-4.927,"---.---","---.---",50.591,"---.---","---.---","---.---","","","",""
7.670,0.068,-4.937,"---.---","---.---",50.596,"---.---","---.---","---.---","","","",""
7.680,0.063,-4.945,"---.---","---.---",50.571,"---.---","---.---","---.---","","","",""
7.690,0.058,-4.950,"---.---","---.---",50.576,"---.---","---.---","---.---","","","",""
7.700,0.055,-4.957,"---.---","---.---",50.571,"---.---","---.---","---.---","","","",""
7.710,0.046,-4.959,"---.---","---.---",50.581,"---.---","---.---","---.---","","","",""
7.720,0.031,-4.957,"---.---","---.---",50.547,"---.---","---.---","---.---","","","",""
7.730,0.010,-4.955,"---.---","---.---",50.493,"---.---","---.---","---.---","","","",""
7.740,-0.012,-4.954,"---.---","---.---",50.464,"---.---","---.---","---.---","","","",""
7.750,-0.024,-4.956,"---.---","---.---",50.479,"---.---","---.---","---.---","","","",""
7.760,-0.036,-4.951,"---.---","---.---",50.518,"---.---","---.---","---.---","","","",""
7.770,-0.051,-4.948,"---.---","---.---",50.523,"---.---","---.---","---.---","","","",""
7.780,-0.060,-4.947,"---.---","---.---",50.537,"---.---","---.---","---.---","","","",""
7.790,-0.070,-4.943,"---.---","---.---",50.542,"---.---","---.---","---.---","","","",""
7.800,-0.080,-4.943,"---.---","---.---",50.542,"---.---","---.---","---.---","","","",""
7.810,-0.089,-4.945,"---.---","---.---",50.552,"---.---","---.---","---.---","","","",""
7.820,-0.092,-4.946,"---.---","---.---",50.557,"---.---","---.---","---.---","","","",""
7.830,-0.097,-4.942,"---.---","---.---",50.537,"---.---","---.---","---.---","","","",""
7.840,-0.104,-4.936,"---.---","---.---",50.503,"---.---","---.---","---.---","","","",""
7.850,-0.109,-4.930,"---.---","---.---",50.474,"---.---","---.---","---.---","","","",""
7.860,-0.114,-4.925,"---.---","---.---",50.445,"---.---","---.---","---.---","","","",""
7.870,-0.116,-4.922,"---.---","---.---",50.430,"---.---","---.---","---.---","","","",""
7.880,-0.126,-4.921,"---.---","---.---",50.445,"---.---","---.---","---.---","","","",""
7.890,-0.140,-4.920,"---.---","---.---",50.484,"---.---","---.---","---.---","","","",""
7.900,-0.152,-4.920,"---.---","---.---",50.528,"---.---","---.---","---.---","","","",""
7.910,-0.174,-4.923,"---.---","---.---",50.567,"---.---","---.---","---.---","","","",""
7.920,-0.190,-4.923,"---.---","---.---",50.610,"---.---","---.---","---.---","","","",""
7.930,-0.200,-4.921,"---.---","---.---",50.625,"---.---","---.---","---.---","","","",""
7.940,-0.207,-4.931,"---.---","---.---",50.630,"---.---","---.---","---.---","","","",""
7.950,-0.210,-4.933,"---.---","---.---",50.620,"---.---","---.---","---.---","","","",""
7.960,-0.217,-4.940,"---.---","---.---",50.591,"---.---","---.---","---.---","","","",""
7.970,-0.224,-4.947,"---.---","---.---",50.562,"---.---","---.---","---.---","","","",""
7.980,-0.229,-4.953,"---.---","---.---",50.528,"---.---","---.---","---.---","","","",""
7.990,-0.234,-4.959,"---.---","---.---",50.493,"---.---","---.---","---.---","","","",""
8.000,-0.237,-4.970,"---.---","---.---",50.459,"---.---","---.---","---.---","","","",""
8.010,-0.235,-4.984,"---.---","---.---",50.445,"---.---","---.---","---.---","","","",""
8.020,-0.230,-5.002,"---.---","---.---",50.454,"---.---","---.---","---.---","","","",""
8.030,-0.227,-5.018,"---.---","---.---",50.474,"---.---","---.---","---.---","","","",""
8.040,-0.215,-5.035,"---.---","---.---",50.493,"---.---","---.---","---.---","","","",""
8.050,-0.208,-5.062,"---.---","---.---",50.508,"---.---","---.---","---.---","","","",""
8.060,-0.193,-5.083,"---.---","---.---",50.552,"---.---","---.---","---.---","","","",""
8.070,-0.176,-5.101,"---.---","---.---",50.581,"---.---","---.---","---.---","","","",""
8.080,-0.159,-5.107,"---.---","---.---",50.615,"---.---","---.---","---.---","","","",""
8.090,-0.137,-5.108,"---.---","---.---",50.620,"---.---","---.---","---.---","","","",""
8.100,-0.116,-5.102,"---.---","---.---",50.586,"---.---","---.---","---.---","","","",""
8.110,-0.084,-5.099,"---.---","---.---",50.571,"---.---","---.---","---.---","","","",""
8.120,-0.051,-5.097,"---.---","---.---",50.562,"---.---","---.---","---.---","","","",""
8.130,-0.007,-5.099,"---.---","---.---",50.523,"---.---","---.---","---.---","","","",""
8.140,0.029,-5.096,"---.---","---.---",50.508,"---.---","---.---","---.---","","","",""
8.150,0.063,-5.096,"---.---","---.---",50.484,"---.---","---.---","---.---","","","",""
8.160,0.102,-5.094,"---.---","---.---",50.474,"---.---","---.---","---.---","","","",""
8.170,0.130,-5.084,"---.---","---.---",50.488,"---.---","---.---","---.---","","","",""
8.180,0.167,-5.087,"---.---","---.---",50.503,"---.---","---.---","---.---","","","",""
8.190,0.193,-5.081,"---.---","---.---",50.518,"---.---","---.---","---.---","","","",""
8.200,0.220,-5.080,"---.---","---.---",50.537,"---.---","---.---","---.---","","","",""
8.210,0.244,-5.080,"---.---","---.---",50.537,"---.---","---.---","---.---","","","",""
8.220,0.256,-5.068,"---.---","---.---",50.537,"---.---","---.---","---.---","","","",""
8.230,0.268,-5.067,"---.---","---.---",50.532,"---.---","---.---","---.---","","","",""
8.240,0.273,-5.053,"---.---","---.---",50.528,"---.---","---.---","---.---","","","",""
8.250,0.282,-5.045,"---.---","---.---",50.528,"---.---","---.---","---.---","","","",""
8.260,0.290,-5.039,"---.---","---.---",50.518,"---.---","---.---","---.---","","","",""
8.270,0.304,-5.029,"---.---","---.---",50.532,"---.---","---.---","---.---","","","",""
8.280,0.323,-5.033,"---.---","---.---",50.552,"---.---","---.---","---.---","","","",""
8.290,0.333,-5.025,"---.---","---.---",50.576,"---.---","---.---","---.---","","","",""
8.300,0.350,-5.026,"---.---","---.---",50.581,"---.---","---.---","---.---","","","",""
8.310,0.366,-5.025,"---.---","---.---",50.601,"---.---","---.---","---.---","","","",""
8.320,0.381,-5.024,"---.---","---.---",50.615,"---.---","---.---","---.---","","","",""
8.330,0.403,-5.028,"---.---","---.---",50.591,"---.---","---.---","---.---","","","",""
8.340,0.427,-5.022,"---.---","---.---",50.562,"---.---","---.---","---.---","","","",""
8.350,0.454,-5.029,"---.---","---.---",50.532,"---.---","---.---","---.---","","","",""
8.360,0.495,-5.027,"---.---","---.---",50.542,"---.---","---.---","---.---","","","",""
8.370,0.550,-5.019,"---.---","---.---",50.547,"---.---","---.---","---.---","","","",""
8.380,0.609,-5.018,"---.---","---.---",50.474,"---.---","---.---","---.---","","","",""
8.390,0.670,-5.018,"---.---","---.---",50.406,"---.---","---.---","---.---","","","",""
8.400,0.724,-5.020,"---.---","---.---",50.415,"---.---","---.---","---.---","","","",""
8.410,0.768,-5.030,"---.---","---.---",50.493,"---.---","---.---","---.---","","","",""
8.420,0.806,-5.033,"---.---","---.---",50.552,"---.---","---.---","---.---","","","",""
8.430,0.852,-5.042,"---.---","---.---",50.557,"---.---","---.---","---.---","","","",""
8.440,0.898,-5.045,"---.---","---.---",50.547,"---.---","---.---","---.---","","","",""
8.450,0.939,-5.053,"---.---","---.---",50.528,"---.---","---.---","---.---","","","",""
8.460,0.975,-5.056,"---.---","---.---",50.542,"---.---","---.---","---.---","","","",""
8.470,1.008,-5.054,"---.---","---.---",50.596,"---.---","---.---","---.---","","","",""
8.480,1.041,-5.049,"---.---","---.---",50.640,"---.---","---.---","---.---","","","",""
8.490,1.077,-5.048,"---.---","---.---",50.635,"---.---","---.---","---.---","","","",""
8.500,1.107,-5.043,"---.---","---.---",50.606,"---.---","---.---","---.---","","","",""
8.510,1.130,-5.045,"---.---","---.---",50.547,"---.---","---.---","---.---","","","",""
8.520,1.148,-5.046,"---.---","---.---",50.488,"---.---","---.---","---.---","","","",""
8.530,1.161,-5.053,"---.---","---.---",50.459,"---.---","---.---","---.---","","","",""
8.540,1.171,-5.063,"---.---","---.---",50.445,"---.---","---.---","---.---","","","",""
8.550,1.180,-5.073,"---.---","---.---",50.454,"---.---","---.---","---.---","","","",""
8.560,1.190,-5.078,"---.---","---.---",50.459,"---.---","---.---","---.---","","","",""
8.570,1.200,-5.088,"---.---","---.---",50.445,"---.---","---.---","---.---","","","",""
8.580,1.212,-5.101,"---.---","---.---",50.445,"---.---","---.---","---.---","","","",""
8.590,1.223,-5.107,"---.---","---.---",50.479,"---.---","---.---","---.---","","","",""
8.600,1.246,-5.118,"---.---","---.---",50.537,"---.---","---.---","---.---","","","",""
8.610,1.274,-5.132,"---.---","---.---",50.567,"---.---","---.---","---.---","","","",""
8.620,1.300,-5.149,"---.---","---.---",50.571,"---.---","---.---","---.---","","","",""
8.630,1.325,-5.161,"---.---","---.---",50.567,"---.---","---.---","---.---","","","",""
8.640,1.340,-5.179,"---.---","---.---",50.528,"---.---","---.---","---.---","","","",""
8.650,1.352,-5.191,"---.---","---.---",50.528,"---.---","---.---","---.---","","","",""
8.660,1.364,-5.208,"---.---","---.---",50.547,"---.---","---.---","---.---","","","",""
8.670,1.386,-5.220,"---.---","---.---",50.615,"---.---","---.---","---.---","","","",""
8.680,1.419,-5.224,"---.---","---.---",50.635,"---.---","---.---","---.---","","","",""
8.690,1.454,-5.228,"---.---","---.---",50.591,"---.---","---.---","---.---","","","",""
8.700,1.475,-5.229,"---.---","---.---",50.528,"---.---","---.---","---.---","","","",""
8.710,1.489,-5.229,"---.---","---.---",50.459,"---.---","---.---","---.---","","","",""
8.720,1.495,-5.234,"---.---","---.---",50.415,"---.---","---.---","---.---","","","",""
8.730,1.495,-5.230,"---.---","---.---",50.420,"---.---","---.---","---.---","","","",""
8.740,1.494,-5.231,"---.---","---.---",50.469,"---.---","---.---","---.---","","","",""
8.750,1.489,-5.231,"---.---","---.---",50.537,"---.---","---.---","---.---","","","",""
8.760,1.479,-5.226,"---.---","---.---",50.581,"---.---","---.---","---.---","","","",""
8.770,1.466,-5.217,"---.---","---.---",50.601,"---.---","---.---","---.---","","","",""
8.780,1.447,-5.216,"---.---","---.---",50.591,"---.---","---.---","---.---","","","",""
8.790,1.423,-5.212,"---.---","---.---",50.571,"---.---","---.---","---.---","","","",""
8.800,1.400,-5.205,"---.---","---.---",50.557,"---.---","---.---","---.---","","","",""
8.810,1.377,-5.201,"---.---","---.---",50.513,"---.---","---.---","---.---","","","",""
8.820,1.351,-5.195,"---.---","---.---",50.479,"---.---","---.---","---.---","","","",""
8.830,1.320,-5.191,"---.---","---.---",50.454,"---.---","---.---","---.---","","","",""
8.840,1.284,-5.200,"---.---","---.---",50.435,"---.---","---.---","---.---","","","",""
8.850,1.245,-5.203,"---.---","---.---",50.454,"---.---","---.---","---.---","","","",""
8.860,1.211,-5.200,"---.---","---.---",50.484,"---.---","---.---","---.---","","","",""
8.870,1.182,-5.197,"---.---","---.---",50.488,"---.---","---.---","---.---","","","",""
8.880,1.157,-5.187,"---.---","---.---",50.503,"---.---","---.---","---.---","","","",""
8.890,1.136,-5.181,"---.---","---.---",50.469,"---.---","---.---","---.---","","","",""
8.900,1.115,-5.174,"---.---","---.---",50.435,"---.---","---.---","---.---","","","",""
8.910,1.089,-5.170,"---.---","---.---",50.435,"---.---","---.---","---.---","","","",""
8.920,1.064,-5.159,"---.---","---.---",50.464,"---.---","---.---","---.---","","","",""
8.930,1.041,-5.148,"---.---","---.---",50.498,"---.---","---.---","---.---","","","",""
8.940,1.022,-5.127,"---.---","---.---",50.518,"---.---","---.---","---.---","","","",""
8.950,1.009,-5.103,"---.---","---.---",50.523,"---.---","---.---","---.---","","","",""
8.960,1.005,-5.074,"---.---","---.---",50.503,"---.---","---.---","---.---","","","",""
8.970,1.003,-5.054,"---.---","---.---",50.464,"---.---","---.---","---.---","","","",""
8.980,1.006,-5.034,"---.---","---.---",50.425,"---.---","---.---","---.---","","","",""
8.990,1.002,-5.021,"---.---","---.---",50.420,"---.---","---.---","---.---","","","",""
9.000,0.997,-5.011,"---.---","---.---",50.435,"---.---","---.---","---.---","","","",""
9.010,0.989,-5.002,"---.---","---.---",50.454,"---.---","---.---","---.---","","","",""
9.020,0.981,-5.003,"---.---","---.---",50.484,"---.---","---.---","---.---","","","",""
9.030,0.968,-5.001,"---.---","---.---",50.518,"---.---","---.---","---.---","","","",""
9.040,0.958,-4.997,"---.---","---.---",50.562,"---.---","---.---","---.---","","","",""
9.050,0.943,-5.003,"---.---","---.---",50.591,"---.---","---.---","---.---","","","",""
9.060,0.921,-4.994,"---.---","---.---",50.610,"---.---","---.---","---.---","","","",""
9.070,0.901,-4.982,"---.---","---.---",50.615,"---.---","---.---","---.---","","","",""
9.080,0.873,-4.969,"---.---","---.---",50.610,"---.---","---.---","---.---","","","",""
9.090,0.844,-4.953,"---.---","---.---",50.596,"---.---","---.---","---.---","","","",""
9.100,0.808,-4.939,"---.---","---.---",50.586,"---.---","---.---","---.---","","","",""
9.110,0.762,-4.926,"---.---","---.---",50.562,"---.---","---.---","---.---","","","",""
9.120,0.717,-4.916,"---.---","---.---",50.532,"---.---","---.---","---.---","","","",""
9.130,0.669,-4.905,"---.---","---.---",50.537,"---.---","---.---","---.---","","","",""
9.140,0.615,-4.881,"---.---","---.---",50.547,"---.---","---.---","---.---","","","",""
9.150,0.567,-4.864,"---.---","---.---",50.523,"---.---","---.---","---.---","","","",""
9.160,0.519,-4.851,"---.---","---.---",50.518,"---.---","---.---","---.---","","","",""
9.170,0.481,-4.839,"---.---","---.---",50.523,"---.---","---.---","---.---","","","",""
9.180,0.442,-4.831,"---.---","---.---",50.547,"---.---","---.---","---.---","","","",""
9.190,0.413,-4.831,"---.---","---.---",50.547,"---.---","---.---","---.---","","","",""
9.200,0.388,-4.832,"---.---","---.---",50.571,"---.---","---.---","---.---","","","",""
9.210,0.364,-4.831,"---.---","---.---",50.610,"---.---","---.---","---.---","","","",""
9.220,0.347,-4.834,"---.---","---.---",50.625,"---.---","---.---","---.---","","","",""
9.230,0.328,-4.828,"---.---","---.---",50.620,"---.---","---.---","---.---","","","",""
9.240,0.309,-4.823,"---.---","---.---",50.591,"---.---","---.---","---.---","","","",""
9.250,0.282,-4.810,"---.---","---.---",50.567,"---.---","---.---","---.---","","","",""
9.260,0.258,-4.803,"---.---","---.---",50.528,"---.---","---.---","---.---","","","",""
9.270,0.234,-4.794,"---.---","---.---",50.503,"---.---","---.---","---.---","","","",""
9.280,0.210,-4.783,"---.---","---.---",50.469,"---.---","---.---","---.---","","","",""
9.290,0.198,-4.773,"---.---","---.---",50.440,"---.---","---.---","---.---","","","",""
9.300,0.184,-4.769,"---.---","---.---",50.420,"---.---","---.---","---.---","","","",""
9.310,0.167,-4.759,"---.---","---.---",50.430,"---.---","---.---","---.---","","","",""
9.320,0.157,-4.757,"---.---","---.---",50.445,"---.---","---.---","---.---","","","",""
9.330,0.143,-4.753,"---.---","---.---",50.488,"---.---","---.---","---.---","","","",""
9.340,0.135,-4.745,"---.---","---.---",50.532,"---.---","---.---","---.---","","","",""
9.350,0.128,-4.743,"---.---","---.---",50.542,"---.---","---.---","---.---","","","",""
9.360,0.123,-4.721,"---.---","---.---",50.562,"---.---","---.---","---.---","","","",""
9.370,0.116,-4.709,"---.---","---.---",50.562,"---.---","---.---","---.---","","","",""
9.380,0.111,-4.686,"---.---","---.---",50.571,"---.---","---.---","---.---","","","",""
9.390,0.109,-4.673,"---.---","---.---",50.571,"---.---","---.---","---.---","","","",""
9.400,0.111,-4.660,"---.---","---.---",50.571,"---.---","---.---","---.---","","","",""
9.410,0.111,-4.650,"---.---","---.---",50.562,"---.---","---.---","---.---","","","",""
9.420,0.121,-4.645,"---.---","---.---",50.557,"---.---","---.---","---.---","","","",""
9.430,0.130,-4.633,"---.---","---.---",50.562,"---.---","---.---","---.---","","","",""
9.440,0.142,-4.623,"---.---","---.---",50.571,"---.---","---.---","---.---","","","",""
9.450,0.152,-4.611,"---.---","---.---",50.576,"---.---","---.---","---.---","","","",""
9.460,0.162,-4.599,"---.---","---.---",50.557,"---.---","---.---","---.---","","","",""
9.470,0.167,-4.590,"---.---","---.---",50.532,"---.---","---.---","---.---","","","",""
9.480,0.179,-4.585,"---.---","---.---",50.508,"---.---","---.---","---.---","","","",""
9.490,0.193,-4.585,"---.---","---.---",50.508,"---.---","---.---","---.---","","","",""
9.500,0.212,-4.583,"---.---","---.---",50.537,"---.---","---.---","---.---","","","",""
9.510,0.236,-4.579,"---.---","---.---",50.581,"---.---","---.---","---.---","","","",""
9.520,0.260,-4.576,"---.---","---.---",50.610,"---.---","---.---","---.---","","","",""
9.530,0.280,-4.568,"---.---","---.---",50.610,"---.---","---.---","---.---","","","",""
9.540,0.299,-4.564,"---.---","---.---",50.591,"---.---","---.---","---.---","","","",""
9.550,0.326,-4.561,"---.---","---.---",50.576,"---.---","---.---","---.---","","","",""
9.560,0.360,-4.562,"---.---","---.---",50.562,"---.---","---.---","---.---","","","",""
9.570,0.398,-4.565,"---.---","---.---",50.532,"---.---","---.---","---.---","","","",""
9.580,0.435,-4.563,"---.---","---.---",50.479,"---.---","---.---","---.---","","","",""
9.590,0.472,-4.565,"---.---","---.---",50.445,"---.---","---.---","---.---","","","",""
9.600,0.498,-4.572,"---.---","---.---",50.440,"---.---","---.---","---.---","","","",""
9.610,0.522,-4.576,"---.---","---.---",50.459,"---.---","---.---","---.---","","","",""
9.620,0.541,-4.580,"---.---","---.---",50.479,"---.---","---.---","---.---","","","",""
9.630,0.558,-4.584,"---.---","---.---",50.503,"---.---","---.---","---.---","","","",""
9.640,0.565,-4.589,"---.---","---.---",50.528,"---.---","---.---","---.---","","","",""
9.650,0.567,-4.592,"---.---","---.---",50.542,"---.---","---.---","---.---","","","",""
9.660,0.570,-4.603,"---.---","---.---",50.532,"---.---","---.---","---.---","","","",""
9.670,0.572,-4.606,"---.---","---.---",50.547,"---.---","---.---","---.---","","","",""
9.680,0.575,-4.616,"---.---","---.---",50.537,"---.---","---.---","---.---","","","",""
9.690,0.574,-4.622,"---.---","---.---",50.567,"---.---","---.---","---.---","","","",""
9.700,0.579,-4.632,"---.---","---.---",50.576,"---.---","---.---","---.---","","","",""
9.710,0.581,-4.638,"---.---","---.---",50.586,"---.---","---.---","---.---","","","",""
9.720,0.579,-4.642,"---.---","---.---",50.562,"---.---","---.---","---.---","","","",""
9.730,0.572,-4.642,"---.---","---.---",50.542,"---.---","---.---","---.---","","","",""
9.740,0.558,-4.640,"---.---","---.---",50.532,"---.---","---.---","---.---","","","",""
9.750,0.548,-4.638,"---.---","---.---",50.523,"---.---","---.---","---.---","","","",""
9.760,0.534,-4.638,"---.---","---.---",50.523,"---.---","---.---","---.---","","","",""
9.770,0.522,-4.638,"---.---","---.---",50.518,"---.---","---.---","---.---","","","",""
9.780,0.510,-4.638,"---.---","---.---",50.523,"---.---","---.---","---.---","","","",""
9.790,0.500,-4.646,"---.---","---.---",50.498,"---.---","---.---","---.---","","","",""
9.800,0.486,-4.648,"---.---","---.---",50.508,"---.---","---.---","---.---","","","",""
9.810,0.471,-4.657,"---.---","---.---",50.508,"---.---","---.---","---.---","","","",""
9.820,0.459,-4.657,"---.---","---.---",50.513,"---.---","---.---","---.---","","","",""
9.830,0.444,-4.655,"---.---","---.---",50.542,"---.---","---.---","---.---","","","",""
9.840,0.434,-4.653,"---.---","---.---",50.557,"---.---","---.---","---.---","","","",""
9.850,0.429,-4.647,"---.---","---.---",50.567,"---.---","---.---","---.---","","","",""
9.860,0.417,-4.646,"---.---","---.---",50.562,"---.---","---.---","---.---","","","",""
9.870,0.405,-4.645,"---.---","---.---",50.557,"---.---","---.---","---.---","","","",""
9.880,0.389,-4.644,"---.---","---.---",50.552,"---.---","---.---","---.---","","","",""
9.890,0.365,-4.638,"---.---","---.---",50.523,"---.---","---.---","---.---","","","",""
9.900,0.329,-4.625,"---.---","---.---",50.474,"---.---","---.---","---.---","","","",""
9.910,0.297,-4.614,"---.---","---.---",50.459,"---.---","---.---","---.---","","","",""
9.920,0.268,-4.604,"---.---","---.---",50.474,"---.---","---.---","---.---","","","",""
9.930,0.246,-4.599,"---.---","---.---",50.513,"---.---","---.---","---.---","","","",""
9.940,0.220,-4.594,"---.---","---.---",50.552,"---.---","---.---","---.---","","","",""
9.950,0.200,-4.596,"---.---","---.---",50.562,"---.---","---.---","---.---","","","",""
9.960,0.186,-4.592,"---.---","---.---",50.542,"---.---","---.---","---.---","","","",""
9.970,0.174,-4.592,"---.---","---.---",50.498,"---.---","---.---","---.---","","","",""
9.980,0.169,-4.584,"---.---","---.---",50.459,"---.---","---.---","---.---","","","",""
9.990,0.164,-4.577,"---.---","---.---",50.445,"---.---","---.---","---.---","","","",""
10.000,0.167,-4.573,"---.---","---.---",50.445,"---.---","---.---","---.---","","","",""
10.010,0.167,-4.569,"---.---","---.---",50.488,"---.---","---.---","---.---","","","",""
10.020,0.171,-4.567,"---.---","---.---",50.542,"---.---","---.---","---.---","","","",""
10.030,0.179,-4.560,"---.---","---.---",50.571,"---.---","---.---","---.---","","","",""
10.040,0.179,-4.560,"---.---","---.---",50.571,"---.---","---.---","---.---","","","",""
10.050,0.186,-4.562,"---.---","---.---",50.562,"---.---","---.---","---.---","","","",""
10.060,0.195,-4.561,"---.---","---.---",50.552,"---.---","---.---","---.---","","","",""
10.070,0.203,-4.565,"---.---","---.---",50.552,"---.---","---.---","---.---","","","",""
10.080,0.208,-4.560,"---.---","---.---",50.547,"---.---","---.---","---.---","","","",""
10.090,0.212,-4.556,"---.---","---.---",50.552,"---.---","---.---","---.---","","","",""
10.100,0.222,-4.545,"---.---","---.---",50.557,"---.---","---.---","---.---","","","",""
10.110,0.227,-4.538,"---.---","---.---",50.542,"---.---","---.---","---.---","","","",""
10.120,0.232,-4.527,"---.---","---.---",50.532,"---.---","---.---","---.---","","","",""
10.130,0.239,-4.516,"---.---","---.---",50.518,"---.---","---.---","---.---","","","",""
10.140,0.246,-4.510,"---.---","---.---",50.508,"---.---","---.---","---.---","","","",""
10.150,0.254,-4.503,"---.---","---.---",50.513,"---.---","---.---","---.---","","","",""
10.160,0.251,-4.499,"---.---","---.---",50.513,"---.---","---.---","---.---","","","",""
10.170,0.242,-4.485,"---.---","---.---",50.508,"---.---","---.---","---.---","","","",""
10.180,0.230,-4.470,"---.---","---.---",50.474,"---.---","---.---","---.---","","","",""
10.190,0.218,-4.450,"---.---","---.---",50.459,"---.---","---.---","---.---","","","",""
10.200,0.205,-4.440,"---.---","---.---",50.469,"---.---","---.---","---.---","","","",""
10.210,0.196,-4.429,"---.---","---.---",50.498,"---.---","---.---","---.---","","","",""
10.220,0.186,-4.420,"---.---","---.---",50.537,"---.---","---.---","---.---","","","",""
10.230,0.179,-4.419,"---.---","---.---",50.557,"---.---","---.---","---.---","","","",""
10.240,0.171,-4.411,"---.---","---.---",50.576,"---.---","---.---","---.---","","","",""
10.250,0.169,-4.403,"---.---","---.---",50.557,"---.---","---.---","---.---","","","",""
10.260,0.164,-4.392,"---.---","---.---",50.547,"---.---","---.---","---.---","","","",""
10.270,0.171,-4.375,"---.---","---.---",50.542,"---.---","---.---","---.---","","","",""
10.280,0.171,-4.357,"---.---","---.---",50.557,"---.---","---.---","---.---","","","",""
10.290,0.174,-4.341,"---.---","---.---",50.562,"---.---","---.---","---.---","","","",""
10.300,0.176,-4.322,"---.---","---.---",50.571,"---.---","---.---","---.---","","","",""
10.310,0.171,-4.316,"---.---","---.---",50.542,"---.---","---.---","---.---","","","",""
10.320,0.169,-4.306,"---.---","---.---",50.513,"---.---","---.---","---.---","","","",""
10.330,0.167,-4.293,"---.---","---.---",50.488,"---.---","---.---","---.---","","","",""
10.340,0.174,-4.280,"---.---","---.---",50.488,"---.---","---.---","---.---","","","",""
10.350,0.179,-4.276,"---.---","---.---",50.508,"---.---","---.---","---.---","","","",""
10.360,0.184,-4.269,"---.---","---.---",50.518,"---.---","---.---","---.---","","","",""
10.370,0.193,-4.263,"---.---","---.---",50.528,"---.---","---.---","---.---","","","",""
10.380,0.198,-4.253,"---.---","---.---",50.542,"---.---","---.---","---.---","","","",""
10.390,0.205,-4.249,"---.---","---.---",50.542,"---.---","---.---","---.---","","","",""
10.400,0.215,-4.243,"---.---","---.---",50.552,"---.---","---.---","---.---","","","",""
10.410,0.234,-4.230,"---.---","---.---",50.610,"---.---","---.---","---.---","","","",""
10.420,0.262,-4.220,"---.---","---.---",50.664,"---.---","---.---","---.---","","","",""
10.430,0.296,-4.209,"---.---","---.---",50.654,"---.---","---.---","---.---","","","",""
10.440,0.325,-4.194,"---.---","---.---",50.601,"---.---","---.---","---.---","","","",""
10.450,0.350,-4.187,"---.---","---.---",50.523,"---.---","---.---","---.---","","","",""
10.460,0.372,-4.176,"---.---","---.---",50.469,"---.---","---.---","---.---","","","",""
10.470,0.392,-4.170,"---.---","---.---",50.440,"---.---","---.---","---.---","","","",""
10.480,0.406,-4.168,"---.---","---.---",50.430,"---.---","---.---","---.---","","","",""
10.490,0.423,-4.166,"---.---","---.---",50.440,"---.---","---.---","---.---","","","",""
10.500,0.440,-4.160,"---.---","---.---",50.454,"---.---","---.---","---.---","","","",""
10.510,0.457,-4.150,"---.---","---.---",50.464,"---.---","---.---","---.---","","","",""
10.520,0.469,-4.141,"---.---","---.---",50.484,"---.---","---.---","---.---","","","",""
10.530,0.486,-4.133,"---.---","---.---",50.503,"---.---","---.---","---.---","","","",""
10.540,0.502,-4.136,"---.---","---.---",50.518,"---.---","---.---","---.---","","","",""
10.550,0.522,-4.130,"---.---","---.---",50.513,"---.---","---.---","---.---","","","",""
10.560,0.536,-4.130,"---.---","---.---",50.488,"---.---","---.---","---.---","","","",""
10.570,0.551,-4.130,"---.---","---.---",50.488,"---.---","---.---","---.---","","","",""
10.580,0.553,-4.127,"---.---","---.---",50.537,"---.---","---.---","---.---","","","",""
10.590,0.552,-4.127,"---.---","---.---",50.601,"---.---","---.---","---.---","","","",""
10.600,0.554,-4.125,"---.---","---.---",50.650,"---.---","---.---","---.---","","","",""
10.610,0.556,-4.118,"---.---","---.---",50.679,"---.---","---.---","---.---","","","",""
